season,team,player,matches_played,batter,avg_runs_per_match,strike_rate
2024.0,Punjab Kings,Harpreet Brar,7,Harpreet Brar,10.71,127.12
2024.0,Punjab Kings,JM Bairstow,11,JM Bairstow,27.09,151.27
2024.0,Punjab Kings,JM Sharma,12,JM Sharma,15.58,127.21
2024.0,Punjab Kings,K Rabada,3,K Rabada,6.67,117.65
2024.0,Punjab Kings,LS Livingstone,7,LS Livingstone,15.86,135.37
2024.0,Punjab Kings,P Simran Singh,14,P Simran Singh,23.86,154.63
2024.0,Punjab Kings,RR Rossouw,8,RR Rossouw,26.38,172.95
2024.0,Punjab Kings,S Dhawan,5,S Dhawan,30.4,121.6
2024.0,Punjab Kings,SM Curran,12,SM Curran,22.5,117.39
2024.0,Punjab Kings,Shashank Singh,14,Shashank Singh,25.29,157.33
2024.0,Rajasthan Royals,Dhruv Jurel,11,Dhruv Jurel,17.73,135.42
2024.0,Rajasthan Royals,JC Buttler,11,JC Buttler,32.64,134.96
2024.0,Rajasthan Royals,R Ashwin,8,R Ashwin,10.75,113.16
2024.0,Rajasthan Royals,R Parag,14,R Parag,40.93,140.79
2024.0,Rajasthan Royals,R Powell,7,R Powell,14.71,145.07
2024.0,Rajasthan Royals,SB Dubey,3,SB Dubey,11.0,157.14
2024.0,Rajasthan Royals,SO Hetmyer,9,SO Hetmyer,12.56,156.94
2024.0,Rajasthan Royals,SV Samson,15,SV Samson,35.4,144.69
2024.0,Rajasthan Royals,T Kohler-Cadmore,3,T Kohler-Cadmore,16.0,88.89
2024.0,Rajasthan Royals,TA Boult,4,TA Boult,3.5,87.5
2024.0,Rajasthan Royals,YBK Jaiswal,15,YBK Jaiswal,29.0,151.04
2024.0,Royal Challengers Bengaluru,Anuj Rawat,5,Anuj Rawat,19.6,122.5
2024.0,Royal Challengers Bengaluru,C Green,12,C Green,21.25,137.84
2024.0,Royal Challengers Bengaluru,F du Plessis,15,F du Plessis,29.2,158.7
2024.0,Royal Challengers Bengaluru,GJ Maxwell,9,GJ Maxwell,5.78,113.04
2024.0,Royal Challengers Bengaluru,KD Karthik,13,KD Karthik,25.08,167.18
2024.0,Royal Challengers Bengaluru,KV Sharma,3,KV Sharma,10.33,193.75
2024.0,Royal Challengers Bengaluru,MK Lomror,10,MK Lomror,12.5,168.92
2024.0,Royal Challengers Bengaluru,RM Patidar,13,RM Patidar,30.38,166.67
2024.0,Royal Challengers Bengaluru,Saurav Chauhan,3,Saurav Chauhan,6.0,112.5
2024.0,Royal Challengers Bengaluru,Swapnil Singh,5,Swapnil Singh,7.4,168.18
2024.0,Royal Challengers Bengaluru,V Kohli,15,V Kohli,49.4,149.09
2024.0,Royal Challengers Bengaluru,WG Jacks,8,WG Jacks,28.75,172.93
2024.0,Sunrisers Hyderabad,AK Markram,11,AK Markram,20.0,117.65
2024.0,Sunrisers Hyderabad,Abdul Samad,12,Abdul Samad,15.17,161.06
2024.0,Sunrisers Hyderabad,Abhishek Sharma,16,Abhishek Sharma,30.25,195.16
2024.0,Sunrisers Hyderabad,B Kumar,5,B Kumar,4.6,76.67
2024.0,Sunrisers Hyderabad,H Klaasen,15,H Klaasen,31.93,163.48
2024.0,Sunrisers Hyderabad,JD Unadkat,5,JD Unadkat,4.8,88.89
2024.0,Sunrisers Hyderabad,MA Agarwal,4,MA Agarwal,16.0,108.47
2024.0,Sunrisers Hyderabad,Nithish Kumar Reddy,11,Nithish Kumar Reddy,27.55,137.1
2024.0,Sunrisers Hyderabad,PJ Cummins,10,PJ Cummins,13.6,137.37
2024.0,Sunrisers Hyderabad,RA Tripathi,6,RA Tripathi,27.5,136.36
2024.0,Sunrisers Hyderabad,Sanvir Singh,3,Sanvir Singh,4.67,107.69
2024.0,Sunrisers Hyderabad,Shahbaz Ahmed,12,Shahbaz Ahmed,17.92,124.28
2024.0,Sunrisers Hyderabad,TM Head,15,TM Head,37.8,184.69
2025.0,Chennai Super Kings,A Kamboj,5,A Kamboj,2.8,107.69
2025.0,Chennai Super Kings,A Mhatre,7,A Mhatre,34.29,183.21
2025.0,Chennai Super Kings,D Brevis,6,D Brevis,37.5,174.42
2025.0,Chennai Super Kings,DJ Hooda,5,DJ Hooda,6.2,72.09
2025.0,Chennai Super Kings,DP Conway,6,DP Conway,26.0,124.8
2025.0,Chennai Super Kings,MS Dhoni,13,MS Dhoni,15.08,127.27
2025.0,Chennai Super Kings,Noor Ahmad,6,Noor Ahmad,1.17,41.18
2025.0,Chennai Super Kings,R Ashwin,4,R Ashwin,8.25,110.0
2025.0,Chennai Super Kings,R Ravindra,8,R Ravindra,23.88,125.66
2025.0,Chennai Super Kings,RA Jadeja,14,RA Jadeja,21.5,131.44
2025.0,Chennai Super Kings,RA Tripathi,5,RA Tripathi,11.0,96.49
2025.0,Chennai Super Kings,RD Gaikwad,5,RD Gaikwad,24.4,148.78
2025.0,Chennai Super Kings,S Dube,14,S Dube,25.5,123.53
2025.0,Chennai Super Kings,SK Rasheed,5,SK Rasheed,14.2,105.97
2025.0,Chennai Super Kings,SM Curran,5,SM Curran,22.8,129.55
2025.0,Chennai Super Kings,Urvil Patel,3,Urvil Patel,22.67,200.0
2025.0,Chennai Super Kings,V Shankar,5,V Shankar,23.6,124.21
2025.0,Delhi Capitals,AR Patel,11,AR Patel,23.91,153.8
2025.0,Delhi Capitals,Abishek Porel,13,Abishek Porel,23.15,143.33
2025.0,Delhi Capitals,Ashutosh Sharma,9,Ashutosh Sharma,22.67,147.83
2025.0,Delhi Capitals,F du Plessis,9,F du Plessis,22.44,118.82
2025.0,Delhi Capitals,J Fraser-McGurk,6,J Fraser-McGurk,9.17,103.77
2025.0,Delhi Capitals,KK Nair,8,KK Nair,24.75,162.3
2025.0,Delhi Capitals,KL Rahul,13,KL Rahul,42.0,147.97
2025.0,Delhi Capitals,Kuldeep Yadav,5,Kuldeep Yadav,3.6,112.5
2025.0,Delhi Capitals,MA Starc,5,MA Starc,1.2,54.55
2025.0,Delhi Capitals,PVD Chameera,3,PVD Chameera,3.33,71.43
2025.0,Delhi Capitals,Sameer Rizvi,4,Sameer Rizvi,30.25,145.78
2025.0,Delhi Capitals,T Stubbs,13,T Stubbs,23.54,150.74
2025.0,Delhi Capitals,V Nigam,8,V Nigam,17.75,173.17
2025.0,Gujarat Titans,Arshad Khan,4,Arshad Khan,5.75,100.0
2025.0,Gujarat Titans,B Sai Sudharsan,15,B Sai Sudharsan,50.6,149.12
2025.0,Gujarat Titans,JC Buttler,13,JC Buttler,41.38,159.64
2025.0,Gujarat Titans,M Shahrukh Khan,11,M Shahrukh Khan,16.27,172.12
2025.0,Gujarat Titans,R Sai Kishore,3,R Sai Kishore,1.67,50.0
2025.0,Gujarat Titans,R Tewatia,11,R Tewatia,9.0,157.14
2025.0,Gujarat Titans,Rashid Khan,8,Rashid Khan,5.0,125.0
2025.0,Gujarat Titans,SE Rutherford,11,SE Rutherford,26.45,143.35
2025.0,Gujarat Titans,Shubman Gill,15,Shubman Gill,43.33,149.43
2025.0,Gujarat Titans,Washington Sundar,5,Washington Sundar,26.6,156.47
2025.0,Kolkata Knight Riders,A Raghuvanshi,11,A Raghuvanshi,27.27,138.25
2025.0,Kolkata Knight Riders,AD Russell,10,AD Russell,16.7,150.45
2025.0,Kolkata Knight Riders,AM Rahane,12,AM Rahane,32.5,141.82
2025.0,Kolkata Knight Riders,Harshit Rana,7,Harshit Rana,8.14,105.56
2025.0,Kolkata Knight Riders,MK Pandey,3,MK Pandey,30.67,137.31
2025.0,Kolkata Knight Riders,Q de Kock,8,Q de Kock,19.0,123.58
2025.0,Kolkata Knight Riders,RK Singh,11,RK Singh,18.73,148.2
2025.0,Kolkata Knight Riders,Rahmanullah Gurbaz,5,Rahmanullah Gurbaz,14.8,134.55
2025.0,Kolkata Knight Riders,Ramandeep Singh,7,Ramandeep Singh,6.71,130.56
2025.0,Kolkata Knight Riders,SP Narine,12,SP Narine,20.5,153.75
2025.0,Kolkata Knight Riders,VR Iyer,7,VR Iyer,20.29,132.71
2025.0,Lucknow Super Giants,A Badoni,11,A Badoni,29.91,140.0
2025.0,Lucknow Super Giants,AK Markram,13,AK Markram,34.23,145.42
2025.0,Lucknow Super Giants,Abdul Samad,12,Abdul Samad,13.67,167.35
2025.0,Lucknow Super Giants,Avesh Khan,4,Avesh Khan,5.25,150.0
2025.0,Lucknow Super Giants,DA Miller,10,DA Miller,15.3,123.39
2025.0,Lucknow Super Giants,MR Marsh,13,MR Marsh,48.23,156.36
2025.0,Lucknow Super Giants,N Pooran,14,N Pooran,37.43,180.69
2025.0,Lucknow Super Giants,RR Pant,13,RR Pant,20.69,129.33
2025.0,Lucknow Super Giants,SN Thakur,5,SN Thakur,3.6,120.0
2025.0,Mumbai Indians,DL Chahar,4,DL Chahar,9.25,148.0
2025.0,Mumbai Indians,HH Pandya,12,HH Pandya,18.67,151.35
2025.0,Mumbai Indians,MJ Santner,8,MJ Santner,5.0,117.65
2025.0,Mumbai Indians,Naman Dhir,12,Naman Dhir,21.0,177.46
2025.0,Mumbai Indians,RD Rickelton,14,RD Rickelton,27.71,145.86
2025.0,Mumbai Indians,RG Sharma,15,RG Sharma,27.87,143.15
2025.0,Mumbai Indians,SA Yadav,16,SA Yadav,44.81,163.33
2025.0,Mumbai Indians,Tilak Varma,13,Tilak Varma,26.38,132.43
2025.0,Mumbai Indians,WG Jacks,11,WG Jacks,21.18,134.68
2025.0,Punjab Kings,Azmatullah Omarzai,5,Azmatullah Omarzai,11.4,132.56
2025.0,Punjab Kings,GJ Maxwell,6,GJ Maxwell,8.0,88.89
2025.0,Punjab Kings,JP Inglis,11,JP Inglis,25.27,157.06
2025.0,Punjab Kings,M Jansen,8,M Jansen,9.38,115.38
2025.0,Punjab Kings,MP Stoinis,11,MP Stoinis,14.55,175.82
2025.0,Punjab Kings,N Wadhera,15,N Wadhera,24.6,141.38
2025.0,Punjab Kings,P Simran Singh,18,P Simran Singh,33.28,159.31
2025.0,Punjab Kings,Priyansh Arya,18,Priyansh Arya,30.28,175.81
2025.0,Punjab Kings,SS Iyer,17,SS Iyer,35.53,167.78
2025.0,Punjab Kings,Shashank Singh,14,Shashank Singh,25.0,147.06
2025.0,Punjab Kings,Suryansh Shedge,3,Suryansh Shedge,2.33,58.33
2025.0,Rajasthan Royals,Dhruv Jurel,13,Dhruv Jurel,25.62,152.05
2025.0,Rajasthan Royals,JC Archer,7,JC Archer,9.0,123.53
2025.0,Rajasthan Royals,M Theekshana,4,M Theekshana,2.5,37.04
2025.0,Rajasthan Royals,N Rana,11,N Rana,19.73,153.9
2025.0,Rajasthan Royals,PWH de Silva,5,PWH de Silva,1.8,60.0
2025.0,Rajasthan Royals,R Parag,14,R Parag,28.36,160.73
2025.0,Rajasthan Royals,SB Dubey,8,SB Dubey,13.25,160.61
2025.0,Rajasthan Royals,SO Hetmyer,13,SO Hetmyer,18.85,134.62
2025.0,Rajasthan Royals,SV Samson,9,SV Samson,31.67,139.02
2025.0,Rajasthan Royals,TU Deshpande,4,TU Deshpande,1.75,77.78
2025.0,Rajasthan Royals,V Suryavanshi,7,V Suryavanshi,36.0,195.35
2025.0,Rajasthan Royals,YBK Jaiswal,14,YBK Jaiswal,39.93,155.71
2025.0,Royal Challengers Bengaluru,B Kumar,6,B Kumar,2.33,53.85
2025.0,Royal Challengers Bengaluru,D Padikkal,10,D Padikkal,24.7,142.77
2025.0,Royal Challengers Bengaluru,JM Sharma,11,JM Sharma,23.73,168.39
2025.0,Royal Challengers Bengaluru,KH Pandya,7,KH Pandya,15.57,122.47
2025.0,Royal Challengers Bengaluru,LS Livingstone,8,LS Livingstone,14.0,124.44
2025.0,Royal Challengers Bengaluru,MA Agarwal,4,MA Agarwal,23.75,146.15
2025.0,Royal Challengers Bengaluru,PD Salt,13,PD Salt,31.0,169.33
2025.0,Royal Challengers Bengaluru,R Shepherd,3,R Shepherd,23.33,280.0
2025.0,Royal Challengers Bengaluru,RM Patidar,14,RM Patidar,22.29,138.67
2025.0,Royal Challengers Bengaluru,TH David,9,TH David,20.78,174.77
2025.0,Royal Challengers Bengaluru,V Kohli,15,V Kohli,43.8,140.99
2025.0,Royal Challengers Bengaluru,Yash Dayal,3,Yash Dayal,1.33,50.0
2025.0,Sunrisers Hyderabad,A Manohar,5,A Manohar,12.2,98.39
2025.0,Sunrisers Hyderabad,Abhishek Sharma,13,Abhishek Sharma,33.77,181.4
2025.0,Sunrisers Hyderabad,Aniket Verma,12,Aniket Verma,19.67,159.46
2025.0,Sunrisers Hyderabad,H Klaasen,13,H Klaasen,37.46,165.65
2025.0,Sunrisers Hyderabad,HV Patel,4,HV Patel,5.25,77.78
2025.0,Sunrisers Hyderabad,Ishan Kishan,13,Ishan Kishan,27.23,143.9
2025.0,Sunrisers Hyderabad,Mohammed Shami,4,Mohammed Shami,2.5,90.91
2025.0,Sunrisers Hyderabad,Nithish Kumar Reddy,11,Nithish Kumar Reddy,16.55,113.04
2025.0,Sunrisers Hyderabad,PHKD Mendis,5,PHKD Mendis,18.4,127.78
2025.0,Sunrisers Hyderabad,PJ Cummins,9,PJ Cummins,10.78,167.24
2025.0,Sunrisers Hyderabad,Simarjeet Singh,3,Simarjeet Singh,1.0,42.86
2025.0,Sunrisers Hyderabad,TM Head,12,TM Head,31.17,150.81
